CustomerID,Age,Subscription_Length_Months,Monthly_Bill,Total_Usage_GB,Support_Calls,Contract_Type,Payment_Method,Has_Additional_Services,Churn
1269,54,13,179.86,165.95,5,Two Year,Debit Card,1,0
1270,22,21,193.56,35.71,8,One Year,Credit Card,1,0
1271,36,58,178.17,142.13,1,Two Year,Credit Card,0,0
1272,31,21,11.56,358.62,3,One Year,PayPal,0,0
1273,43,5,131.88,317.56,2,Two Year,UPI,1,1
1274,21,10,22.97,41.16,3,Month-to-Month,Credit Card,1,0
1275,42,6,61.79,57.79,0,Month-to-Month,PayPal,1,0
1276,62,56,119.88,188.77,1,Month-to-Month,UPI,0,1
1277,59,51,143.12,372.01,3,One Year,PayPal,1,0
1278,42,57,134.38,416.54,9,Two Year,Debit Card,0,0
1279,35,13,19.32,7.8,3,Two Year,UPI,1,0
1280,57,1,29.68,164.84,4,Two Year,Debit Card,0,0
1281,25,20,34.43,212.42,8,One Year,Debit Card,1,0
1282,56,57,27.37,455.61,0,Month-to-Month,Debit Card,0,1
1283,57,47,43.86,250.95,7,Month-to-Month,Debit Card,1,0
1284,31,46,140.81,135.22,2,Two Year,Debit Card,0,0
1285,49,8,167.86,195.33,8,Two Year,Debit Card,1,1
1286,68,10,87.67,218.5,7,One Year,PayPal,1,0
1287,55,9,141.63,335.16,7,Two Year,PayPal,1,0
1288,50,49,48.0,21.02,8,Two Year,UPI,0,0
1289,40,41,194.92,195.03,3,One Year,UPI,0,0
1290,32,3,76.5,323.45,4,Two Year,UPI,0,0
1291,50,11,170.71,142.02,6,Month-to-Month,Debit Card,0,0
1292,42,12,189.62,296.08,1,One Year,Debit Card,1,0
1293,34,10,174.3,178.96,6,Month-to-Month,PayPal,1,0
1294,50,25,22.74,379.48,2,Two Year,PayPal,1,1
1295,64,49,133.56,30.77,5,Two Year,UPI,0,1
1296,72,49,32.82,459.02,5,One Year,Credit Card,1,0
1297,19,25,11.08,86.22,5,One Year,Credit Card,0,0
1298,31,11,19.84,79.69,9,One Year,Debit Card,0,1
1299,70,54,184.07,420.4,1,One Year,Debit Card,0,0
1300,57,36,182.61,434.71,8,Two Year,Debit Card,1,0
1301,57,39,52.91,46.94,7,Two Year,PayPal,0,0
1302,68,53,113.94,454.41,6,Month-to-Month,Debit Card,0,1
1303,56,26,191.46,137.01,8,Month-to-Month,Debit Card,0,0
1304,68,14,104.37,309.5,3,One Year,Debit Card,0,1
1305,23,39,84.78,34.76,1,Two Year,Credit Card,0,0
1306,23,56,101.82,190.64,3,One Year,Credit Card,1,0
1307,20,40,160.14,225.64,9,One Year,UPI,0,0
1308,24,1,100.68,300.11,2,One Year,Debit Card,0,0
1309,68,56,158.82,262.87,1,One Year,PayPal,0,0
1310,25,54,92.02,231.02,1,One Year,Credit Card,0,0
1311,59,4,57.88,479.84,7,Two Year,UPI,1,0
1312,69,30,72.03,92.92,4,Month-to-Month,Debit Card,0,0
1313,32,12,24.79,79.42,5,One Year,Credit Card,1,0
1314,64,56,104.5,356.85,7,Two Year,PayPal,0,1
1315,46,35,38.14,37.74,6,One Year,PayPal,0,0
1316,50,13,164.19,241.7,6,Two Year,PayPal,0,0
1317,69,52,89.91,242.28,6,Month-to-Month,PayPal,1,0
1318,47,31,155.35,155.36,6,Month-to-Month,Debit Card,1,0
1319,56,38,191.35,465.26,7,Two Year,UPI,0,0
1320,44,43,171.4,141.63,0,One Year,UPI,1,0
1321,53,23,190.78,144.58,2,Month-to-Month,PayPal,1,0
1322,46,4,117.91,117.53,0,One Year,Debit Card,1,0
1323,55,52,41.41,73.32,7,One Year,UPI,0,0
1324,74,16,187.73,182.32,1,Two Year,UPI,1,0
1325,50,7,175.02,340.6,6,One Year,UPI,1,0
1326,54,22,174.24,371.21,5,Two Year,PayPal,1,0
1327,44,29,141.72,406.8,0,Two Year,Debit Card,1,0
1328,72,11,128.73,99.17,5,Two Year,PayPal,1,0
1329,50,56,12.8,18.3,8,Month-to-Month,Debit Card,1,0
1330,21,33,152.13,487.36,2,One Year,Credit Card,0,1
1331,39,58,27.39,7.66,6,Two Year,Debit Card,0,0
1332,19,29,59.35,480.36,3,Two Year,Debit Card,1,0
1333,27,59,114.78,414.49,0,One Year,PayPal,1,1
1334,22,39,95.83,456.08,6,Month-to-Month,PayPal,0,0
1335,27,12,13.0,193.9,0,Two Year,Credit Card,1,1
1336,50,7,166.56,99.0,3,Two Year,PayPal,0,0
1337,71,59,176.97,303.43,8,Two Year,Debit Card,1,0
1338,55,55,139.56,370.75,4,Two Year,UPI,0,0
1339,30,39,112.8,65.87,6,One Year,PayPal,0,0
1340,48,42,192.54,398.91,6,Two Year,UPI,1,0
1341,64,48,32.79,104.69,2,Month-to-Month,UPI,1,0
1342,53,26,150.2,246.09,7,One Year,UPI,1,0
1343,62,40,34.39,428.31,0,Month-to-Month,PayPal,0,1
1344,41,9,82.55,97.12,3,One Year,Debit Card,0,0
1345,69,41,121.24,121.32,9,One Year,UPI,0,0
1346,73,34,150.05,31.85,3,One Year,Credit Card,0,0
1347,32,45,10.71,73.73,1,Month-to-Month,PayPal,0,0
1348,46,13,59.51,73.69,5,Month-to-Month,UPI,1,0
1349,25,55,112.26,102.11,0,Two Year,UPI,0,0
1350,22,55,111.25,143.46,2,Month-to-Month,PayPal,0,0
1351,46,36,131.15,407.58,8,Two Year,Debit Card,1,0
1352,64,25,67.73,457.92,9,One Year,Credit Card,1,0
1353,21,24,112.7,203.44,5,Two Year,UPI,0,0
1354,29,44,46.06,64.54,1,Month-to-Month,Credit Card,0,0
1355,62,17,45.51,112.29,8,One Year,PayPal,1,0
1356,19,2,119.55,368.23,1,One Year,Debit Card,1,1
1357,44,13,140.24,338.87,6,Two Year,PayPal,0,0
1358,48,31,32.88,483.62,0,Two Year,Debit Card,0,0
1359,68,29,33.33,7.74,4,Month-to-Month,UPI,1,0
1360,68,50,117.41,375.5,6,One Year,UPI,1,0
1361,53,28,61.32,253.14,2,Two Year,UPI,1,0
1362,53,27,84.56,451.4,3,One Year,Debit Card,0,0
1363,43,15,86.14,288.3,4,Month-to-Month,PayPal,0,0
1364,60,31,43.93,223.61,2,One Year,UPI,0,0
1365,44,40,10.25,333.09,5,Two Year,Debit Card,1,1
1366,22,15,172.1,416.84,2,Month-to-Month,UPI,0,1
1367,37,33,145.85,141.61,7,Month-to-Month,PayPal,0,0
1368,28,20,141.2,54.21,6,One Year,Credit Card,1,0
1369,27,42,113.84,216.79,0,Two Year,Credit Card,0,0
1370,57,12,143.18,107.65,1,One Year,PayPal,0,0
1371,55,37,187.78,215.06,3,One Year,UPI,1,0
1372,23,9,136.48,495.53,4,One Year,UPI,1,0
1373,25,23,60.37,287.27,9,Two Year,Credit Card,1,0
1374,40,8,118.41,346.95,3,One Year,Credit Card,0,0
1375,64,32,94.04,339.13,3,One Year,Credit Card,0,0
1376,43,48,115.72,410.44,8,Month-to-Month,Credit Card,0,0
1377,63,14,108.35,472.09,3,Month-to-Month,Debit Card,0,1
1378,60,27,173.17,329.58,3,Month-to-Month,PayPal,1,1
1379,29,25,133.84,238.31,3,Two Year,UPI,0,1
1380,43,13,45.86,159.26,1,One Year,UPI,1,0
1381,30,55,21.97,180.46,7,One Year,PayPal,0,0
1382,57,21,90.63,167.57,3,Month-to-Month,UPI,1,0
1383,35,45,12.97,162.57,4,One Year,UPI,1,0
1384,42,31,70.48,347.47,7,Two Year,Credit Card,0,0
1385,50,37,79.92,294.06,3,One Year,UPI,0,1
1386,64,48,81.36,101.4,4,Month-to-Month,PayPal,1,0
1387,57,58,196.08,484.83,4,Two Year,PayPal,1,1
1388,60,43,67.74,214.15,5,One Year,PayPal,0,0
1389,29,54,60.39,283.26,6,One Year,UPI,1,0
1390,61,5,34.58,351.45,2,One Year,Debit Card,0,0
1391,53,13,107.09,307.03,9,Two Year,Credit Card,0,0
1392,65,28,39.2,155.87,2,One Year,PayPal,0,1
1393,21,43,127.1,398.95,8,Month-to-Month,Debit Card,0,0
1394,22,25,39.48,55.52,0,Month-to-Month,UPI,1,0
1395,73,51,119.57,284.71,9,Month-to-Month,Credit Card,1,0
1396,54,35,166.99,137.02,7,Month-to-Month,Debit Card,1,0
1397,25,47,18.08,308.07,9,Two Year,UPI,1,0
1398,59,39,89.75,109.39,2,Month-to-Month,UPI,1,0
1399,66,7,97.6,386.21,4,Month-to-Month,Debit Card,1,0
1400,45,38,160.3,114.15,2,Month-to-Month,Debit Card,0,0
1401,48,32,98.9,445.25,9,Two Year,PayPal,0,0
1402,26,3,117.83,430.85,0,Two Year,Credit Card,1,1
1403,71,45,160.33,181.52,9,One Year,Credit Card,0,0
1404,68,39,116.35,193.22,4,Month-to-Month,PayPal,0,0
1405,46,37,78.08,350.9,7,One Year,Credit Card,1,0
1406,31,55,26.31,45.64,4,Two Year,Credit Card,0,1
1407,57,50,148.68,40.92,3,One Year,UPI,0,1
1408,58,22,175.52,68.59,8,Two Year,Debit Card,0,0
1409,39,8,194.31,281.46,0,One Year,PayPal,0,0
1410,28,17,186.05,74.93,4,Month-to-Month,Debit Card,0,0
1411,40,52,161.51,139.17,0,Two Year,Credit Card,0,0
1412,18,27,132.26,323.63,5,Two Year,Credit Card,1,1
1413,63,33,158.48,8.3,9,Two Year,PayPal,0,0
1414,54,46,92.1,90.53,8,Month-to-Month,Debit Card,1,0
1415,38,17,123.01,465.0,1,Month-to-Month,UPI,0,0
1416,43,42,76.25,331.96,3,Two Year,Debit Card,0,1
1417,63,12,72.07,153.12,7,Two Year,Debit Card,1,0
1418,53,48,153.77,23.13,2,Month-to-Month,PayPal,0,0
1419,71,46,96.25,293.23,6,Month-to-Month,UPI,1,1
1420,40,27,50.31,111.82,6,Month-to-Month,Debit Card,0,0
1421,74,48,48.37,480.11,1,Month-to-Month,Debit Card,1,1
1422,18,8,173.24,343.64,9,Month-to-Month,Credit Card,1,0
1423,71,23,138.77,487.07,3,Month-to-Month,Credit Card,0,1
1424,72,42,113.75,424.52,0,One Year,UPI,0,0
1425,68,49,86.18,241.77,7,Month-to-Month,Debit Card,1,0
1426,57,59,91.86,334.95,9,Month-to-Month,Debit Card,1,0
1427,32,29,20.91,406.15,9,Two Year,Credit Card,0,1
1428,38,50,96.43,289.3,8,Two Year,UPI,0,0
1429,64,20,161.14,31.21,0,One Year,PayPal,0,0
1430,26,16,83.72,235.49,6,Month-to-Month,Credit Card,1,0
1431,70,17,82.88,65.72,0,Two Year,Debit Card,0,0
1432,26,16,12.99,357.57,0,Two Year,PayPal,1,1
1433,27,19,96.99,340.47,8,One Year,Debit Card,1,0
1434,69,56,14.81,496.46,9,Month-to-Month,Debit Card,0,1
1435,74,56,118.37,314.59,9,Two Year,Debit Card,1,1
1436,70,8,106.29,400.17,5,Month-to-Month,UPI,1,0
1437,43,38,169.6,134.51,0,One Year,PayPal,1,0
1438,58,38,120.54,170.34,6,One Year,Debit Card,0,0
1439,52,53,71.45,458.55,2,Month-to-Month,UPI,1,0
1440,69,29,108.08,377.72,9,One Year,PayPal,0,0
1441,42,41,142.94,327.81,3,Two Year,Credit Card,0,0
1442,43,36,27.85,127.39,3,One Year,UPI,1,0
1443,28,26,128.0,349.44,7,One Year,PayPal,0,0
1444,55,31,184.16,443.44,0,Month-to-Month,Debit Card,0,1
1445,19,44,66.83,115.78,7,Two Year,Debit Card,0,0
1446,24,12,129.06,353.21,8,Month-to-Month,UPI,0,0
1447,35,55,166.05,197.15,6,Month-to-Month,Credit Card,0,0
1448,44,17,107.24,59.82,0,Month-to-Month,UPI,1,0
1449,51,15,146.42,381.85,6,One Year,Credit Card,0,0
1450,44,9,69.09,83.98,5,One Year,Credit Card,0,0
1451,34,39,68.15,126.82,4,Month-to-Month,UPI,0,1
1452,60,42,136.84,391.58,4,One Year,UPI,1,0
1453,61,48,144.03,371.2,0,One Year,UPI,0,0
1454,68,12,188.03,127.46,5,Month-to-Month,PayPal,0,1
1455,71,32,52.72,470.51,3,Two Year,PayPal,1,0
1456,41,25,98.96,108.03,0,Two Year,UPI,0,0
1457,42,39,57.6,496.81,7,One Year,PayPal,1,0
1458,24,18,25.22,369.08,7,Two Year,PayPal,0,0
1459,69,15,86.61,196.56,3,Two Year,Credit Card,0,0
1460,23,32,81.08,65.61,6,One Year,Debit Card,0,0
1461,70,6,61.38,160.59,2,Two Year,Debit Card,1,0
1462,41,58,66.43,97.27,7,One Year,PayPal,1,1
1463,50,44,78.48,311.11,6,Month-to-Month,Credit Card,1,0
1464,66,43,197.88,178.75,4,Two Year,UPI,0,1
1465,46,52,158.76,147.86,4,Month-to-Month,Credit Card,1,0
1466,60,35,23.57,378.69,8,Month-to-Month,Credit Card,1,0
1467,39,34,175.76,115.68,5,One Year,Debit Card,1,1
1468,43,38,130.33,293.65,5,Two Year,UPI,0,0
1469,45,56,179.21,97.7,1,Two Year,Debit Card,1,0
1470,67,54,74.92,357.54,4,Two Year,PayPal,1,0
1471,38,57,98.26,312.75,3,Two Year,Debit Card,1,0
1472,66,5,180.28,399.18,9,One Year,Credit Card,1,1
1473,24,18,61.79,34.71,2,Month-to-Month,UPI,0,0
1474,34,16,183.95,105.45,8,Two Year,UPI,1,1
1475,37,8,167.41,77.65,6,Two Year,UPI,1,0
1476,58,25,196.31,95.69,3,One Year,Debit Card,0,0
1477,66,32,71.61,51.96,8,Two Year,Debit Card,1,0
1478,37,26,54.79,281.26,8,Two Year,Debit Card,1,1
1479,71,52,72.86,296.92,6,Month-to-Month,PayPal,0,0
1480,39,22,191.38,421.82,4,Two Year,Debit Card,0,0
1481,45,31,73.28,209.16,8,Two Year,PayPal,1,0
1482,57,43,117.39,266.43,6,Month-to-Month,Debit Card,0,0
1483,66,10,86.7,495.66,8,Two Year,PayPal,1,0
1484,24,56,85.28,266.16,2,Month-to-Month,Credit Card,0,0
1485,18,57,46.74,287.0,8,One Year,Credit Card,1,1
1486,49,12,112.05,497.96,0,Month-to-Month,UPI,0,0
1487,30,53,171.39,497.07,4,Month-to-Month,Credit Card,0,0
1488,47,28,19.4,212.3,1,Two Year,UPI,0,0
1489,40,6,178.95,317.66,0,Two Year,PayPal,1,0
1490,68,59,136.44,240.66,2,Two Year,UPI,0,0
1491,73,20,127.18,360.5,6,Two Year,Credit Card,1,0
1492,36,5,128.92,469.22,2,Month-to-Month,PayPal,1,0
1493,49,23,66.29,155.17,9,One Year,UPI,0,0
1494,47,9,88.88,409.53,9,Two Year,PayPal,1,0
1495,46,58,161.87,327.6,8,Month-to-Month,PayPal,1,1
1496,66,59,68.21,140.45,2,One Year,Credit Card,1,0
1497,62,29,99.3,398.75,5,One Year,PayPal,1,0
1498,46,16,13.73,213.85,1,One Year,Debit Card,1,0
1499,47,54,149.38,60.64,7,Month-to-Month,Credit Card,1,0
1500,33,46,89.36,496.71,9,Two Year,UPI,0,0
1501,57,22,109.82,213.11,4,Month-to-Month,Debit Card,1,0
1502,36,8,31.79,271.01,1,Two Year,Credit Card,1,0
1503,35,59,198.43,404.08,6,One Year,PayPal,0,0
1504,18,20,67.47,480.46,2,One Year,UPI,0,0
1505,31,51,130.65,436.51,4,Month-to-Month,PayPal,0,0
1506,68,14,120.43,262.76,8,One Year,PayPal,1,0
1507,64,39,159.17,273.08,0,Month-to-Month,UPI,0,1
1508,67,37,65.83,140.8,1,Two Year,UPI,1,0
1509,19,50,153.63,231.67,4,One Year,Credit Card,0,0
1510,71,34,82.68,473.45,3,Two Year,Credit Card,1,0
1511,45,11,88.12,363.61,0,One Year,PayPal,1,0
1512,66,54,137.82,6.43,6,Two Year,Credit Card,0,0
1513,67,40,159.01,58.7,8,One Year,Debit Card,1,0
1514,47,33,136.7,461.94,0,Two Year,UPI,0,0
1515,55,31,180.98,424.44,7,One Year,PayPal,1,0
1516,68,59,64.18,243.34,8,Month-to-Month,Debit Card,0,0
1517,21,54,181.12,308.68,1,Two Year,Debit Card,1,1
1518,18,44,34.86,145.18,0,Two Year,UPI,0,1
1519,25,34,135.31,396.52,5,Month-to-Month,Credit Card,0,0
1520,46,50,114.05,301.86,6,Month-to-Month,Debit Card,0,0
1521,72,7,103.98,347.57,1,Month-to-Month,PayPal,1,0
1522,56,58,69.07,187.77,4,One Year,Debit Card,1,0
1523,20,49,105.71,215.5,4,Month-to-Month,UPI,0,0
1524,49,54,40.74,104.24,6,One Year,Credit Card,1,0
1525,27,23,80.17,474.05,0,One Year,Credit Card,1,1
1526,27,46,28.75,473.31,9,Month-to-Month,PayPal,0,0
1527,36,56,118.65,408.97,7,Month-to-Month,PayPal,0,0
1528,63,7,28.2,467.81,4,One Year,PayPal,0,1
1529,51,54,40.47,332.83,2,Two Year,PayPal,1,0
1530,50,25,26.24,117.71,8,Two Year,PayPal,1,1
1531,40,3,82.45,380.23,2,Month-to-Month,Debit Card,0,0
1532,72,59,169.97,162.98,6,Two Year,Debit Card,0,0
1533,45,38,182.31,220.52,9,One Year,UPI,1,0
1534,49,20,23.66,137.54,6,Two Year,Credit Card,0,0
1535,67,34,130.56,212.1,9,One Year,Debit Card,1,1
1536,24,49,140.03,339.82,7,Month-to-Month,PayPal,0,0
1537,46,44,111.42,55.75,9,Month-to-Month,UPI,0,0
1538,25,44,136.73,53.05,7,Two Year,PayPal,0,1
1539,18,30,54.4,342.04,3,Month-to-Month,Credit Card,0,1
1540,74,17,103.03,389.9,0,Month-to-Month,PayPal,0,0
1541,72,59,84.27,275.96,3,One Year,UPI,1,0
1542,20,10,27.04,91.23,5,One Year,UPI,0,0
1543,41,35,128.86,215.66,9,One Year,UPI,0,0
1544,40,20,104.09,379.21,5,One Year,Credit Card,1,1
1545,25,18,62.28,343.02,5,Month-to-Month,Debit Card,0,1
1546,71,45,100.0,55.38,6,One Year,Debit Card,0,0
1547,74,44,157.31,484.59,0,One Year,UPI,0,1
1548,64,27,162.31,112.07,9,One Year,Debit Card,0,0
1549,54,59,133.41,110.58,0,Two Year,Credit Card,0,0
1550,20,59,98.87,230.2,6,One Year,PayPal,1,0
1551,68,49,119.39,163.96,3,Month-to-Month,Credit Card,1,0
1552,50,36,83.15,492.0,5,Month-to-Month,Debit Card,0,1
1553,45,23,34.05,38.71,5,One Year,Credit Card,1,0
1554,64,32,83.27,153.57,8,Two Year,PayPal,0,1
1555,25,10,110.76,191.67,1,Two Year,Credit Card,1,1
1556,51,11,123.78,246.98,3,Two Year,Debit Card,0,0
1557,52,38,187.8,8.7,3,Two Year,PayPal,0,0
1558,49,6,157.69,41.64,6,One Year,Debit Card,0,0
1559,41,59,38.88,129.28,0,One Year,PayPal,1,0
1560,31,41,43.09,277.22,4,Month-to-Month,UPI,1,0
1561,49,47,29.09,384.0,3,Month-to-Month,PayPal,1,0
1562,73,34,150.25,343.4,1,Two Year,Debit Card,1,1
1563,63,36,144.16,283.73,4,Two Year,UPI,1,0
1564,60,37,197.41,198.92,8,Month-to-Month,UPI,1,1
1565,33,17,109.18,435.41,7,Month-to-Month,Debit Card,0,0
1566,21,40,167.02,230.16,8,Two Year,Debit Card,0,0
1567,69,40,119.52,149.98,6,Month-to-Month,Credit Card,1,0
1568,54,54,176.08,314.85,9,Two Year,Debit Card,0,0
1569,71,12,146.99,346.21,6,One Year,PayPal,0,0
1570,38,21,132.15,199.54,1,Two Year,UPI,0,0
1571,31,40,117.37,14.56,2,One Year,Credit Card,1,0
1572,48,19,147.36,47.52,9,One Year,Credit Card,1,1
1573,72,3,89.73,422.88,7,One Year,Credit Card,1,0
1574,65,18,28.35,28.75,1,Month-to-Month,UPI,0,0
1575,35,53,17.6,296.21,6,Month-to-Month,Credit Card,1,0
1576,24,51,101.01,92.26,5,Two Year,UPI,0,1
1577,27,19,123.87,114.85,9,One Year,UPI,0,0
1578,24,47,24.98,137.03,3,Two Year,Credit Card,0,0
1579,50,6,64.51,19.63,3,One Year,UPI,0,0
1580,40,16,71.19,89.03,2,One Year,Credit Card,0,1
1581,38,8,116.93,325.42,5,Two Year,Debit Card,0,0
1582,36,48,62.91,249.61,2,Two Year,PayPal,1,0
1583,65,18,28.17,398.77,8,Two Year,Debit Card,0,0
1584,36,52,41.32,31.09,3,Two Year,PayPal,0,0
1585,53,48,43.05,444.5,3,Month-to-Month,UPI,0,0
1586,46,43,170.11,498.2,1,One Year,UPI,0,0
1587,35,39,64.02,8.36,1,One Year,Credit Card,1,0
1588,19,49,145.79,483.84,6,Month-to-Month,Debit Card,0,0
1589,18,49,117.89,118.31,4,One Year,Debit Card,1,0
1590,64,12,195.64,346.43,2,Month-to-Month,UPI,0,0
1591,22,45,61.84,146.6,5,One Year,Debit Card,1,0
1592,37,10,40.09,261.15,5,Month-to-Month,PayPal,1,0
1593,28,7,19.89,255.45,0,Month-to-Month,UPI,1,0
1594,59,46,55.78,180.87,2,One Year,Credit Card,0,0
1595,19,55,139.97,358.91,4,One Year,Credit Card,1,0
1596,20,1,26.2,300.02,6,One Year,UPI,0,1
1597,40,49,56.49,254.38,3,Two Year,UPI,1,0
1598,72,36,172.51,491.43,7,One Year,Credit Card,1,0
1599,29,21,120.76,470.03,2,One Year,PayPal,0,0
1600,37,37,23.21,477.74,5,One Year,Debit Card,1,0
1601,22,52,19.06,440.72,5,Two Year,UPI,0,0
1602,54,24,21.61,127.95,8,One Year,UPI,0,1
1603,55,55,188.96,175.31,3,Month-to-Month,PayPal,0,0
1604,47,25,171.48,115.91,6,Month-to-Month,Credit Card,1,0
1605,26,7,170.54,493.1,9,Two Year,UPI,1,0
1606,51,42,185.6,76.75,0,Two Year,PayPal,1,0
1607,70,17,106.0,183.57,0,Two Year,UPI,1,0
1608,61,29,57.0,99.92,1,Two Year,PayPal,1,0
1609,52,30,86.26,112.12,3,Two Year,PayPal,0,0
1610,69,7,146.58,123.92,5,One Year,Credit Card,1,0
1611,39,33,176.45,320.02,3,Month-to-Month,Debit Card,0,0
1612,61,7,92.67,38.49,5,Month-to-Month,Credit Card,1,0
1613,41,58,111.72,286.48,1,One Year,PayPal,1,1
1614,34,24,187.04,409.73,8,Two Year,Debit Card,0,0
1615,27,11,30.42,383.38,2,One Year,Debit Card,0,0
1616,47,9,173.84,76.01,6,Two Year,Credit Card,0,0
1617,73,12,40.27,457.41,0,Month-to-Month,Credit Card,1,0
1618,63,35,101.93,385.16,7,Month-to-Month,UPI,1,0
1619,40,4,51.5,3.15,3,Two Year,Debit Card,0,0
1620,49,36,124.56,368.82,4,One Year,PayPal,0,0
1621,34,28,116.13,368.84,6,Two Year,UPI,1,1
1622,67,57,82.2,248.66,2,Two Year,UPI,0,0
1623,68,13,174.03,23.47,8,Month-to-Month,UPI,0,1
1624,34,23,135.36,290.16,8,Two Year,UPI,0,0
1625,31,19,147.03,382.99,7,One Year,Credit Card,1,0
1626,26,42,38.63,135.8,0,Two Year,Debit Card,1,0
1627,57,37,177.8,333.7,1,Month-to-Month,UPI,1,1
1628,19,39,41.74,177.29,1,One Year,Debit Card,0,1
1629,62,24,52.33,287.14,2,One Year,PayPal,0,0
1630,42,16,34.33,192.59,1,Month-to-Month,Debit Card,1,1
1631,56,33,93.67,152.23,0,Month-to-Month,Credit Card,1,0
1632,26,12,178.66,428.03,4,Two Year,Debit Card,0,1
1633,71,34,57.97,377.04,5,Month-to-Month,PayPal,1,0
1634,39,7,81.01,173.05,6,Month-to-Month,PayPal,0,0
1635,60,11,170.75,217.6,9,Month-to-Month,UPI,1,0
1636,63,31,127.38,346.01,6,Month-to-Month,PayPal,1,0
1637,21,29,152.81,405.63,1,One Year,UPI,1,0
1638,43,13,50.66,342.33,6,One Year,Credit Card,1,0
1639,46,31,146.13,270.7,1,One Year,Credit Card,1,0
1640,62,2,53.25,477.22,1,Month-to-Month,Credit Card,1,0
1641,51,39,197.59,387.18,5,Two Year,Debit Card,0,0
1642,40,15,116.38,58.24,5,Two Year,PayPal,0,0
1643,54,57,142.17,279.29,7,Two Year,PayPal,0,1
1644,28,11,32.5,205.07,4,Two Year,PayPal,1,0
1645,23,34,57.62,397.57,4,One Year,UPI,1,0
1646,35,39,36.55,22.81,9,Two Year,UPI,1,0
1647,38,4,84.13,205.66,0,One Year,Credit Card,0,0
1648,59,11,63.99,159.48,3,Two Year,PayPal,1,0
1649,53,29,149.26,71.02,0,Two Year,Debit Card,0,1
1650,58,2,30.65,189.71,9,One Year,Debit Card,1,1
1651,55,16,152.89,336.56,4,One Year,Credit Card,0,0
1652,51,39,18.68,181.16,7,Two Year,UPI,0,0
1653,34,13,48.38,290.21,0,Month-to-Month,UPI,0,0
1654,54,37,160.47,296.61,2,Two Year,UPI,1,1
1655,42,17,151.13,293.76,0,Two Year,Credit Card,0,0
1656,55,21,100.5,265.0,5,Two Year,Credit Card,1,0
1657,29,44,19.5,58.94,9,One Year,PayPal,0,1
1658,40,19,125.88,109.62,0,Two Year,PayPal,0,0
1659,70,7,87.28,400.13,9,Month-to-Month,PayPal,1,0
1660,59,38,70.14,251.43,2,Two Year,Debit Card,0,0
1661,39,8,131.68,353.19,4,Month-to-Month,Debit Card,0,0
1662,38,13,92.96,285.17,4,Month-to-Month,PayPal,1,1
1663,44,37,27.56,19.83,1,Month-to-Month,Debit Card,0,0
1664,74,2,184.03,398.21,2,Two Year,Debit Card,0,0
1665,48,41,157.91,32.63,8,One Year,UPI,0,0
1666,23,11,20.71,471.62,0,One Year,UPI,0,0
1667,44,24,109.76,108.08,0,Two Year,Credit Card,0,0
1668,57,6,25.84,256.45,1,Two Year,UPI,0,0
1669,51,26,169.09,32.26,7,Month-to-Month,PayPal,1,1
1670,29,7,126.47,447.52,5,Two Year,UPI,0,0
1671,62,57,42.77,489.98,3,One Year,Debit Card,0,0
1672,74,39,13.94,73.57,6,Two Year,Debit Card,1,0
1673,70,19,16.0,148.25,5,Two Year,PayPal,0,1
1674,24,6,106.4,8.43,8,Two Year,PayPal,1,0
1675,27,43,149.53,393.59,5,Month-to-Month,UPI,0,0
1676,62,29,32.96,156.08,1,Two Year,UPI,0,0
1677,34,43,52.04,294.62,2,Two Year,UPI,0,1
1678,43,39,72.18,20.09,8,Two Year,Credit Card,1,0
1679,38,2,51.43,357.87,6,One Year,Credit Card,1,0
1680,45,19,84.35,264.94,5,Month-to-Month,PayPal,0,0
1681,63,4,116.33,362.63,4,Month-to-Month,UPI,0,1
1682,19,58,140.14,394.89,2,One Year,Debit Card,0,0
1683,71,6,193.12,45.08,3,Month-to-Month,Credit Card,1,0
1684,60,49,186.86,289.26,0,One Year,PayPal,1,0
1685,18,57,118.32,325.15,4,Month-to-Month,Credit Card,0,0
1686,68,37,149.49,258.6,6,Month-to-Month,UPI,1,0
1687,70,28,190.67,91.61,1,Month-to-Month,Debit Card,1,1
1688,53,30,25.86,397.9,7,Two Year,Debit Card,1,0
1689,68,7,11.07,498.73,9,Month-to-Month,PayPal,1,0
1690,43,9,15.66,484.65,5,Two Year,Credit Card,0,0
1691,46,25,117.04,388.88,9,Two Year,UPI,1,1
1692,38,33,154.94,209.34,2,Two Year,UPI,0,0
1693,28,1,79.74,168.98,1,One Year,Debit Card,0,0
1694,57,51,113.6,34.74,7,Month-to-Month,Debit Card,1,0
1695,28,6,108.11,208.44,3,Month-to-Month,UPI,1,0
1696,53,18,28.01,78.45,6,Month-to-Month,UPI,1,0
1697,66,10,71.1,127.54,6,Two Year,Credit Card,1,0
1698,56,28,13.69,446.0,9,Month-to-Month,PayPal,1,0
1699,57,11,31.03,484.28,8,Two Year,Credit Card,0,0
1700,52,33,164.25,474.31,9,Two Year,Credit Card,0,0
1701,71,1,167.59,97.08,7,Two Year,UPI,0,0
1702,51,13,162.37,450.5,7,Two Year,Credit Card,0,1
1703,72,37,148.1,71.18,6,Month-to-Month,Credit Card,1,0
1704,64,20,160.73,254.08,9,Two Year,Credit Card,1,0
1705,41,1,137.49,322.01,4,One Year,Debit Card,1,0
